emosi,dokumen
sadness,"['elder', 'brother', 'die']"
disgust,"['friend', 'beer', 'spree', 'vomit', 'sit', 'room']"
shame,"['taken', 'place', 'uncl', 'defec', 'pant', 'drunk', 'beer']"
guilt,"['discov', 'done', 'assign', 'work', 'place', 'caus', 'lot', 'embarrass']"
joy,"['brother', 'gave', 'watch']"
fear,"['whhen', 'front', 'tyre', 'car', 'burst']"
anger,"['insult', 'fellow', 'student']"
sadness,"['girl', 'love', 'turn']"
disgust,"['found', 'girl', 'bed', 'anoth', 'man']"
shame,"['fail', 'grade', '7']"
guilt,"['caught', 'go', 'anoth', 'girl', 'girlfriend']"
joy,"['pass', 'first', 'year', 'could', 'come', 'back', 'second', 'year']"
fear,"['work', 'certain', 'place', 'everyday', 'work', 'dad', 'would', 'come', 'pick', 'one', 'day', 'come', 'start', 'get', 'dark', 'money', 'home', 'far', 'away']"
anger,"['one', 'day', 'appoint', 'boyfriend', 'object', 'begin', 'howev', 'visit', 'convinc', 'come', 'day', 'appoint', 'wait', 'hour']"
sadness,"['grandmoth', 'pass', 'away', 'wait', 'sick', 'year', 'happen', 'found', 'hard', 'accept']"
disgust,"['grandmoth', 'came', 'stay', 'us', 'perman', 'difficult', 'person', 'stay', 'start', 'tell', 'fals', 'stori', 'us', 'peopl']"
shame,"['realiz', 'pregnant', 'thought', 'relat', 'friend', 'would', 'think', 'felt', 'lot', 'self', 'piti']"
guilt,"['one', 'day', 'work', 'went', 'dinner', 'friend', 'without', 'parent', 'knowledg', 'came', 'home', '2300', 'hour']"
joy,"['happi', 'found', 'pass', 'fli', 'colour', 'made', 'univers']"
fear,"['last', 'night', 'dreamt', 'thing', 'look', 'like', 'monster', 'tri', 'kiss']"
anger,"['one', 'colleagu', 'accus', 'stolen', 'iron', 'sure', 'done', 'thing']"
sadness,"['pass', 'away', 'mum']"
disgust,"['one', 'peopl', 'sell', 'meat', 'town', 'use', 'knife', 'stab', 'friend', 'later', 'carri', 'use', 'knife', 'cut', 'meat']"
shame,"['dozen', 'girl', 'laugh', 'sure', 'noth', 'wrong']"
guilt,"['kind', 'confess', 'mum', 'found', 'steal', 'meat', 'pot']"
joy,"['first', 'time', 'realli', 'fell', 'love', 'girl']"
fear,"['time', 'drove', 'uncl', 'car', 'without', 'ask', 'permiss', 'first', 'time', 'drive', 'car']"
anger,"['kid', 'brother', 'broke', 'read', 'spectacl']"
sadness,"['mum', 'brother', 'pass', 'away', 'involv', 'car', 'accid', 'bring', 'present', 'pass', 'form', 'five', 'exam', 'fli', 'colour']"
disgust,"['first', 'time', 'fail', 'junior', 'exam', 'ie', 'form', '3']"
shame,"['mum', 'learnt', 'beaten', 'someon', 'fight']"
guilt,"['near', 'got', 'fiance', 'pregnant']"
joy,"['sister', 'first', 'child', 'came', 'home', 'one', 'week', 'intens', 'care', 'hospit']"
fear,"['board', 'school', 'lusaka', 'rhodesian', 'soldier', 'came', 'bomb', 'hous', 'near', 'school', 'saw', 'whole', 'scene']"
anger,"['close', 'friend', 'mine', 'refus', 'entranc', 'medic', 'school', 'grade', 'good', 'left', 'bias', 'judgment']"
sadness,"['sister', 'lost', 'one', 'twin', 'son', 'first', 'nephew', 'older', 'one', 'die', 'week', 'later']"
disgust,"['went', 'report', 'stolen', 'good', 'polic', 'station', 'womanofficerincharg', 'rude', 'seem', 'respect', 'anyon']"
shame,"['insult', 'two', 'friend', 'thought', 'gossip', 'right', 'nose', 'howev', 'later', 'found']"
guilt,"['fail', 'keep', 'promis', 'serious', 'effet', 'someon', 'problem']"
joy,"['met', 'mother', 'seen', 'three', 'year']"
fear,"['neighbour', 'life', 'threaten', 'someon', 'tri', 'break', 'hous']"
anger,"['boy', 'drunk', 'came', 'room', 'misbehav', 'presenc', 'boyfriend']"
sadness,"['father', 'resign', 'work', 'soon', 'elder', 'brother', 'die', 'next', 'day', 'granni', 'die', 'mother', 'mother', 'dad', 'remain', 'live', 'member', 'famili']"
disgust,"['committe', 'belong', 'accus', 'squander', 'money', 'associ']"
shame,"['went', 'librari', 'three', 'week', 'open', 'found', 'everyon', 'busi']"
guilt,"['friend', 'punish', 'someth', 'done']"
joy,"['parent', 'anniversari', 'host', 'parti', 'happi']"
fear,"['one', 'even', 'sister', 'brother', 'watch', 'tv', 'kid', 'brother', 'took', 'big', 'mirror', 'reflect', 'light', 'french', 'window', 'thought', 'light', 'could', 'see', 'come', 'torch', 'annd', 'meant', 'thiev', 'outsid']"
anger,"['peopl', 'sit', 'outsid', 'say', 'thing', 'realli', 'true']"
sadness,"['breakup', 'someon', 'realli', 'like']"
disgust,"['came', 'across', 'woman', 'town', 'drunk', 'swear', 'everyon', 'carri', 'drink', 'even', 'though', 'could', 'hard', 'stand']"
shame,"['wear', 'slit', 'tight', 'dress', 'disco', 'burst', 'open']"
guilt,"['stop', 'talk', 'close', 'friend', 'mine', 'week', 'later', 'came', 'tri', 'make', 'friend', 'way', 'talk', 'felt', 'mean', 'preson']"
joy,"['accept', 'jesus', 'christ', 'person', 'saviour']"
fear,"['wit', 'bus', 'accid', 'bus', 'full', 'passeng', 'near', 'overturn', 'lusakakabw', 'road']"
anger,"['sister', 'came', 'home', 'late', 'one', 'day', 'thus', 'disobey', 'parent']"
sadness,"['heard', 'news', 'grandfath', 'sudden', 'death']"
disgust,"['fail', 'grade', '7', 'exam']"
shame,"['younger', 'sister', '16', 'year', 'old', 'pregnant']"
guilt,"['hurt', 'sister', 'reason']"
joy,"['attend', 'cousin', '31st', 'birthday']"
fear,"['got', 'nasti', 'electr', 'shock', 'tamper', 'electr', 'applainc']"
anger,"['subject', 'nasti', 'joke', 'group', 'friend']"
sadness,"['receiv', 'result', 'found', 'could', 'go', 'school', 'choic']"
disgust,"['found', 'maggot', 'food', 'din', 'hall', 'food', 'gone', 'bad']"
shame,"['took', 'girl', 'discov', 'go', 'around', 'one', 'close', 'friend']"
guilt,"['item', 'belong', 'friend', 'mine', 'miss', 'taken', 'earlier', 'thought', 'returnrd', 'ask', 'stubborn', 'refus', 'later', 'look', 'found', 'room']"
joy,"['got', 'result', 'made', 'second', 'year']"
fear,"['thought', 'fail', 'examin']"
anger,"['discov', 'girlfriend', 'go', 'around', 'anoth', 'boy']"
sadness,"['grandfath', 'die']"
disgust,"['heard', 'sister', 'shout', 'friend', 'cousin', 'place']"
shame,"['fail', 'grade', '7']"
guilt,"['lie', 'say', 'never', 'take', 'bread', 'din', 'hall', 'friend', 'mine', 'caught', 'thus', 'prove', 'fact', 'take', 'bread']"
joy,"['girl', 'told', 'love', 'male', 'creatur', 'earth', 'would', 'one', 'heart', 'life']"
fear,"['day', 'near', 'stab', 'death', 'ruffian', 'want', 'take', 'money', 'refus', 'give', 'money', 'start', 'run', 'ran', 'somebodi', 'els', 'hous', 'save']"
anger,"['kid', 'drop', 'father', 'radio', 'cassett', 'player', 'repair']"
sadness,"['someon', 'love', 'told', 'love', 'anymor', 'want', 'snap', 'given', 'exchang', 'one', 'given']"
disgust,"['girl', 'said', 'back', 'love', 'actual', 'refus', 'confront', 'start', 'insult']"
shame,"['told', 'lie', 'friend', 'sister', 'april', 'fool', 'day', 'later', 'came', 'see', 'told', 'foolish', 'thing']"
guilt,"['girl', 'drop', 'stuff', 'bag', 'tri', 'help', 'realiz', 'use', 'made', 'look', 'like', 'fool']"
joy,"['learnt', 'accept', 'unza']"
fear,"['thiev', 'broke', 'hous', 'night', 'held', 'wife', 'gunpoint', 'least', 'ten', 'minut', 'took', 'away', 'lot', 'properti']"
anger,"['beaten', 'thiev', 'behalf', 'friend', 'mine', 'thought', 'lot', 'money', 'would', 'part', 'coin', 'drink']"
sadness,"['receiv', 'news', 'inlaw', 'pass', 'away', 'depend', 'heavili', 'guidanc', 'run', 'daughter', 'buis']"
disgust,"['younger', 'sister', 'visit', 'school', 'holiday', 'told', 'would', 'go', 'back', 'school', 'pregnant']"
shame,"['lie', 'wife', 'told', 'go', 'copperbelt', 'buis', 'trip', 'later', 'found', 'hotel', 'girlfriend']"
guilt,"['cheat', 'father', 'told', 'school', 'administr', 'want', 'k80', 'purchas', 'minibus', 'two', 'month', 'later', 'school', 'author', 'wrote', 'back', 'father', 'money', 'could', 'go', 'back', 'ask', 'money', 'alreadi', 'given']"
joy,"['receiv', 'accept', 'letter', 'unza', 'come', 'home', 'work', 'kind', 'sister', 'hand', 'envelopp', 'open', 'overcom', 'joy']"
fear,"['home', 'sleep', 'heard', 'robber', 'break', 'hous']"
anger,"['certain', 'boy', 'came', 'room', 'start', 'tell', 'pretti', 'manner', 'learn', 'come', 'campus', 'fourth', 'year']"
sadness,"['elder', 'sister', 'love', 'much', 'leav', 'west', 'indi', 'two', 'year', 'stay', 'behind']"
disgust,"['certain', 'girl', 'ask', 'major', 'told', 'pa', 'start', 'critic', 'say', 'hate', 'cours', 'show', 'front', 'peopl']"
shame,"['took', 'exam', 'fail', 'terribl', 'studi']"
guilt,"['told', 'elder', 'brother', 'irrespons', 'care', 'teas']"
joy,"['select', 'univers', 'despit', 'studyi', 'difficulti', 'throughout', 'secondari', 'school', 'day']"
shame,"['day', 'learnt', 'girlfriend', 'go', 'around', 'close', 'friend', 'mine']"
guilt,"['drunk', 'one', 'night', 'insult', 'three', 'ladi', 'follow', 'morn', 'approach', 'ask', 'reason', 'behind', 'bahaviour', 'apolog', 'unruli', 'behaviour']"
joy,"['felt', 'happi', 'learnt', 'qualifi', 'grade', 'eight']"
fear,"['afraid', 'learnt', 'father', 'serious', 'ill', 'hospit']"
anger,"['met', 'new', 'girlfriend', 'anoth', 'man', 'street']"
sadness,"['learnt', 'brotherinlaw', 'poison', 'friend', 'dead']"
disgust,"['found', 'seat', 'coach', 'book', 'sold', 'somebodi', 'els']"
shame,"['money', 'stolen', 'pocket']"
guilt,"['discov', 'girl', 'court', 'relat', 'mine']"
joy,"['son', 'pass', 'grade', '7', 'accept', 'form']"
fear,"['robber', 'broke', 'night']"
anger,"['wrote', 'assign', 'given', 'less', 'mark', 'friend', 'previous', 'discuss', 'assign']"
sadness,"['got', 'messag', 'child', 'feel', 'well']"
disgust,"['teach', 'student', 'start', 'make', 'silli', 'remark', 'class']"
shame,"['grade', 'one', 'one', 'day', 'felt', 'like', 'go', 'toilet', 'class', 'scare', 'teacher', 'urin', 'class']"
guilt,"['bought', 'someth', 'shopkeep', 'gave', 'chang', 'realiz', 'left', 'shop', 'busstop', 'need', 'money']"
joy,"['receiv', 'accept', 'form', 'second', 'year', 'univers']"
fear,"['day', 'parent', 'involv', 'car', 'accid', 'oper', 'oper', 'doctor', 'said', 'mater', 'life', 'death']"
anger,"['got', 'argument', 'photograph', 'pose', 'twelv', 'time', 'period', 'four', 'week', 'could', 'get', 'snap', 'mine', 'everi', 'time', 'film', 'process', 'snap', 'come', 'although', 'other']"
sadness,"['sad', 'expuls', 'comrad', 'unza', 'demonstr']"
disgust,"['disgust', 'way', 'bus', 'conductor', 'threw', 'old', 'woman', 'oiut', 'minibus', 'simpli', 'could', 'pay', 'fare', 'luggag']"
shame,"['feel', 'shame', 'found', 'unabl', 'answer', 'question', 'tutor', 'simpli', 'lack', 'prepar']"
fear,"['last', 'august', 'parent', 'drop', 'move', 'colleg', 'know', 'anybodi', '17', 'berkeley', 'realli', 'scare']"
anger,"['found', 'boyfriend', 'date', 'year', 'anoth', 'girl', 'hous', 'previous', 'conflict', 'concern', 'girl', 'alway', 'claim', 'friend']"
sadness,"['shame', 'disgust', 'ask', 'resign', 'soror', 'asham']"
disgust,['shame']
shame,"['road', 'trip', 'group', 'soror', 'fratern', 'peopl', 'becam', 'intox', 'basic', 'rape', 'rememb', 'actual', 'event', 'know', 'feel', 'experienc', 'later']"
guilt,"['got', 'fire', 'job', 'gave', 'discount', 'friend']"
joy,"['basketbal', 'team', 'undef', 'leagu', 'play', '40', 'current']"
fear,"['whenev', 'think', 'enrol', 'organ', 'chemistri']"
anger,"['saw', 'movi', 'block', 'affluenc', 'poverti', 'exist', 'saw', 'rich', 'made', 'attempt', 'help', 'poor']"
sadness,"['felt', 'powerless', 'help', 'poor', 'know']"
disgust,"['felt', 'disgust', 'team', 'poor', 'perfom', 'prior', 'leagu', 'play']"
joy,"['receiv', 'grade', 'averag', 'midterm', 'chemistri', 'expect', 'oneveri', 'averag']"
fear,"['walk', 'home', 'place', 'southsid', 'live', 'northsid', 'follow', 'head', 'direct', 'rout']"
anger,"['someon', 'sign', 'workshift', 'coop', 'live', 'want', 'work', 'switchboard', 'becam', 'angri', 'mention', 'earlier', 'want', 'need', 'workshift', 'sign']"
sadness,"['well', 'expect', 'chemistri', 'exam', 'receiv', 'score', 'averag', 'thought', 'done', 'well']"
disgust,"['saw', 'someon', 'thought', 'knew', 'repeat', 'drunk', 'like', 'around', 'alcohol']"
shame,"['everi', 'time', 'around', 'one', 'person', 'would', 'stick', 'foot', 'mouth', 'nasti', 'one', 'time', 'accid', 'said', 'someth', 'fair', 'cruel', 'total', 'inappropri']"
guilt,"['blew', 'someon', 'confus', 'irrespons', 'afterward', 'felt', 'guilti', 'right']"
joy,"['right', 'went', 'concert', 'last', 'boyfriend', 'told', 'although', 'told', 'go', 'take', 'concert', 'want', 'see', 'anymor', 'stay', 'overnight', 'said', 'well', 'leav', 'ruin', 'awhil', 'togeth', 'woke', 'arm', 'happiest', 'moment', 'life']"
fear,"['river', 'raft', 'nev', 'boat', 'tip', 'suck', 'rock', 'got', 'stuck', 'could', 'think', 'go', 'die', 'quiet', 'water', 'seem', 'like', 'one', 'would', 'care', 'rememb']"
anger,"['one', 'first', 'boyfriend', 'got', 'mad', 'lot', 'close', 'friend', 'guy', 'want', 'see', 'anymor', 'jealous']"
sadness,"['watch', 'sunset', 'latest', 'boyfriend', 'left', 'realiz', 'would', 'never', 'watch', 'sunset', 'probali', 'never', 'see', 'eachoth', 'none', 'matter']"
disgust,"['listen', 'priest', 'church', 'say', 'sin', 'man', 'men', 'renounc', 'desir', 'pleasur', 'pleas', 'god', 'could', 'never', 'understand', 'someth', 'bring', 'joy', 'could', 'sin']"
shame,"['third', 'grade', 'teacher', 'caught', 'cheat', 'spell', 'test', 'could', 'spell', 'australia', 'said', 'loud', 'voic', 'someth', 'like', 'cheater', 'class']"
guilt,"['5', 'friend', 'would', 'light', 'match', 'fun', 'one', 'friend', 'confess', 'parent', 'parent', 'guess', 'knew', 'suspect', 'involv', 'said', 'knew', 'noth']"
joy,"['felt', 'extrem', 'joy', 'day', 'baptiz', 'one', 'god']"
fear,"['felt', 'fear', 'friend', 'broke', 'abandon', 'militari', 'base', 'los', 'angel', 'summer', 'fear', 'want', 'caught']"
anger,"['experienc', 'anger', 'recent', 'commit', 'sin', 'gone', 'week', 'half', 'without', 'made', 'vow', 'god', 'blown', 'start']"
sadness,"['last', 'realli', 'felt', 'sad', 'left', 'home', 'leav', 'long', 'time', 'prekindergarten', 'relationship', 'behind']"
disgust,"['commit', 'sin', 'mention', 'anger', 'sin', 'sexual', 'immor']"
shame,"['took', 'shower', 'girl', 'hall', 'felt', 'let', 'devot', 'god', 'go', 'window', 'although', 'nothig', 'happen', 'felt', 'asham']"
guilt,"['commit', 'sin', 'immor', 'mention']"
joy,"['final', 'ask', 'someon', 'banquet']"
anger,"['week', 'back', 'hurri', 'leav', 'hous', 'left', 'thing', 'lie', 'around', 'someth', 'never', 'unclewho', 'live', 'us', 'live', 'joint', 'famili', 'remark', 'alway', 'thing', 'like', 'realli', 'got', 'mad']"
sadness,"['took', 'ba', 'examsi', 'expect', '1st', 'class', 'even', 'though', 'done', 'well', 'result', 'came', 'felt', 'sad', 'miss', '1st', 'class', '12', 'mark']"
disgust,"['girlfriend', 'mine', 'behav', 'childish', 'way', 'like', 'go', 'see', 'friend', 'introduc', 'friend', 'mine', 'would', 'like', 'friend', 'like', 'possess', 'would', 'like', 'close']"
shame,"['friend', 'mine', 'said', 'someth', 'like', 'come', 'place', 'come', 'place', 'meanwhil', 'got', 'learn', 'anoth', 'friend', 'mine', 'arriv', 'place', 'realli', 'treat', 'bad', 'later', 'asham', 'way', 'treat', 'someon', 'person', 'place']"
guilt,"['day', 'back', 'mother', 'feel', 'well', 'still', 'hous', 'work', 'felt', 'guilti', 'offer', 'help']"
joy,"['pass', 'ba', 'exam', 'parent', 'allow', 'carri', 'studi', 'happi']"
fear,"['scare', 'water', 'child']"
anger,"['get', 'home', 'late', 'father', 'scold', 'make', 'angri']"
sadness,"['aunt', 'die']"
disgust,"['friend', 'mine', 'rememb', 'need', 'even', 'think', 'need']"
shame,"['got', '1', 'mark', 'abnorm', 'psycholog', 'exam']"
guilt,"['felt', 'emot']"
joy,"['pass', 'ba', 'exam', '1st', 'class', 'first', 'famili', 'got', '1st', 'class', 'famili', 'member', 'happi', 'gave', 'opportun', 'studi']"
fear,"['dreamt', 'famili', 'troubl', 'face', 'mani', 'difficulti']"
anger,"['brother', 'got', 'low', 'mark', 'exam', 'angri', 'put', 'studi', 'asid', 'help', 'everi', 'time', 'brother', 'bad', 'school', 'famili', 'member', 'blame', 'well']"
sadness,"['famili', 'mmember', 'friend', 'blame', 'someth', 'respons', 'feel', 'sad', 'fault']"
disgust,"['feel', 'disgust', 'peopl', 'lie', 'mean', 'say', 'one', 'thing', 'one', 'person', 'thing', 'anoth', 'way', 'anoth', 'person', 'make', 'peopl', 'quarrel', 'among']"
shame,"['class', 'ask', 'question', 'hear', 'clear', 'gave', 'answer', 'relat', 'question', 'everyon', 'start', 'laugh']"
guilt,"['pet', 'dogwho', 'us', 'famili', 'member', 'die', 'vomit', 'past', 'three', 'day', 'found', 'time', 'call', 'vet', 'final', 'vet', 'came', 'alreadi', 'late']"
joy,"['last', 'year', 'colleg', 'receiv', 'award', 'best', 'student', 'year', 'felt', 'happi', 'got', 'want', 'wish', 'fulfil']"
fear,"['woke', 'middl', 'night', 'felt', 'frighten', 'everyon', 'els', 'sleep', 'could', 'even', 'go', 'room']"
anger,"['irrit', 'peopl', 'talk', 'behind', 'back', 'prefer', 'peopl', 'tell', 'face', 'instead', 'talk', 'behind', 'back']"
sadness,"['friend', 'colleagu', 'talk', 'bad']"
disgust,"['work', 'get', 'full', 'cooper', 'colleagu', 'complet', 'assign']"
shame,"['act', 'mind', 'conscious']"
guilt,"['begin', 'teenag', 'matter', 'sex', 'speak', 'sex']"
joy,"['1980', '12th', 'standard', 'arrang', 'small', 'picnic', 'kandala', 'one', 'closest', 'friend', 'wrote', 'small', 'cute', 'poem', 'express', 'feel', 'close', 'thrill', 'still', 'rememb']"
fear,"['caught', 'thug', 'age', '2035', 'ask', 'surrend', 'properti', 'rememb', 'feel', 'scare']"
anger,"['one', 'night', 'famili', 'member', 'sit', 'front', 'corridor', 'hous', 'gentleman', 'look', 'person', 'came', 'father', 'client', 'come', 'bribe', 'father', 'connect', 'proceed', 'case', 'father', 'refus', 'abus', 'father', 'brother', 'could', 'control', 'temper', 'rush']"
sadness,"['friend', 'got', 'hot', 'discuss', 'controversi', 'topic', 'one', 'point', 'argument', 'disagre', 'total', 'took', 'say', 'insult', 'couterargu', 'unknow', 'hurt', 'emot', 'felt', 'sad']"
disgust,"['join', 'social', 'scienc', 'appear', 'first', 'semest', 'exam', 'fail', 'one', 'exam', 'look', 'result', 'felt', 'disgust', 'got', 'angri']"
joy,"['met', 'friend', 'gave', 'wonder', 'present', 'birthday', 'enjoy', 'present']"
fear,"['lost', 'wallet', 'travel', 'sinc', 'belong', 'group', 'afraid']"
anger,"['person', 'invit', 'come', 'appoint', 'day', 'time']"
sadness,"['tri', 'level', 'best', 'care', 'client', 'took', 'appoint', 'doctor', 'meet', 'doctor', 'expir', 'poor', 'small', 'boy', 'uttar', 'pradesh']"
disgust,"['note', 'return', 'kept', 'procrastin']"
shame,"['misbehav', 'agenc']"
guilt,"['friend', 'mine', 'got', 'encourag', 'supervisor', 'like']"
joy,"['got', 'scholarship', 'letter', 'australia']"
fear,"['go', 'exam']"
anger,"['get', 'cooper', 'friendspartn']"
sadness,"['brother', 'visa', 'yousa', 'got', 'cancel']"
guilt,"['known', 'girl', 'month', 'propos', 'put', 'end', 'friendship', 'start', 'withdraw', 'like', 'much']"
joy,"['elder', 'sister', 'babi', 'girl', 'first', 'girl', 'famili', '19', 'year', 'babi', 'boy']"
fear,"['school', 'raid', 'pupil', 'boy', 'secondari', 'school', 'beat', 'us']"
anger,"['roommat', 'lock', 'key', 'room', 'room', 'told', 'bathroom', 'shower', 'left', 'without', 'supper']"
sadness,"['receiv', 'news', 'belov', 'grandmoth', 'die', 'board', 'school', '13', 'year', 'old']"
disgust,"['one', 'even', 'boy', 'drunk', 'made', 'pass', 'tri', 'kiss']"
shame,"['blurt', 'answer', 'class', 'without', 'ask', 'teacher', 'told', 'bad', 'manner']"
guilt,"['promis', 'wash', 'mother', 'despit', 'ill', 'felt', 'guilti']"
joy,"['happi', 'pass', 'went', 'form', 'great', 'relief', 'worri', 'consid', 'larg', 'number', 'pupil', 'fail']"
fear,"['last', 'academ', 'year', 'ie', '19831984', 'closur', 'surround', 'threaten', 'paramilitari', 'forc']"
anger,"['someon', 'trust', 'much', 'disappoint']"
sadness,"['close', 'friend', 'mine', 'first', 'year', 'could', 'make', 'second', 'year']"
